dzr_sng_id,MSD_sng_id,MSD_track_id,sp_track_id,artist_name,track_name,valence,arousal,sp_acousticness,sp_danceability,sp_duration_ms,sp_energy,sp_instrumentalness,sp_key,sp_liveness,sp_loudness,sp_mode,sp_speechiness,sp_tempo,sp_time_sig,sp_valence,sp_popularity,sp_explicit
550963,SOSCIFL12A8C13FB58,TRYDMRW128F42BCEA1,5Z2K18dSVSzaMswZpaIexq,Hellogoodbye,Figures A And B (Means You And Me),0.950468991,0.572575336,0.0617,0.427,141000,0.941,0,7,0.374,-4.83,1,0.157,167.971,4,0.633,22,FALSE
550964,SOIOPJQ12A58A78224,TRGNPKX128F42BCEA3,6OsEXeFM4tQ7tAsuGaxcu5,Hellogoodbye,I Saw It On Your Keyboard,1.178324805,1.183310915,0.00746,0.427,183027,0.91,2.41E-05,9,0.0886,-5.482,1,0.0502,193.999,4,0.633,26,FALSE
550966,SONIOHY12A58A7A313,TRNZUTZ128F42BCEA5,48I2M1rzTtEnUynWJRkZBo,Hellogoodbye,Touchdown Turnaround (Don't Give Up On Me),1.178324805,1.183310915,0.145,0.672,150120,0.981,0,2,0.327,-4.485,1,0.191,136.972,4,0.316,31,FALSE
550968,SOBUEXY12A8C13FB59,TRXHUJS128F42BCEA7,4CbaUlaRG2j7RrO0nIUXjZ,Hellogoodbye,Two Weeks In Hawaii,0.592721718,0.561052023,0.171,0.663,291013,0.399,0,4,0.0772,-6.997,1,0.0302,108.464,3,0.106,29,FALSE
552814,SOXSPQE12A8C13FB53,TRVCEGO128F42BCE94,68nobbyb543cdyFueZQnW2,Hellogoodbye,All Of Your Love,1.070081923,1.298544043,0.0123,0.647,176560,0.977,0.000569,7,0.0584,-4.786,0,0.0554,132.937,4,0.776,27,FALSE
554307,SOIQNYM12AAF3B46D0,TRHMWWI128F92F5745,3lcP1anKWxdp6IRNF9vGhu,Crash Test Dummies,Superman's Song,-0.780962318,-0.789480237,0.613,0.406,271600,0.124,1.08E-06,10,0.108,-19.825,1,0.0342,168.4,4,0.316,45,FALSE
554866,SONDGHW12A8AE47B4F,TRIQEKX128F92E65DE,2m8EQltnKwD4kX2Y40WI0v,Manic Street Preachers,Ocean Spray,-1.58778111,-0.400760485,0.00555,0.615,253400,0.708,0.00458,7,0.079,-7.692,1,0.0296,130.68,4,0.749,20,TRUE
555241,SOVZFLP12A58A7C9E5,TRLTOVG128F92C44C4,2JakvAHJvHJaMm2MqYAQ7f,Scary Kids Scaring Kids,The Deep End,1.071901131,0.846830181,0.000756,0.378,252827,0.95,0,8,0.329,-4.22,0,0.0617,173.934,3,0.409,41,FALSE
555244,SOTEMRY12A8C1436B3,TRWWXVW128F92C44C7,4D8v4RhujyyHDDyj9MKtrf,Scary Kids Scaring Kids,Star Crossed,0.02949489,-1.491634097,0.00664,0.472,221133,0.814,3.93E-05,11,0.11,-4.809,1,0.0301,160.015,3,0.335,35,FALSE
555250,SOHHNYR12A58A7991C,TREGGWT128F92C44CD,1oTu5zB1n9G3nioqUL8CTM,Scary Kids Scaring Kids,Watch Me Bleed,-0.907852083,-0.245579873,0.963,0.31,236213,0.255,3.05E-06,3,0.115,-10.423,1,0.0311,180.322,4,0.192,40,FALSE
555252,SOVSMRC12A8C140E25,TRPJZEN128F92C44CF,2j2lyb6LKIGkAQNGgMsFHp,Scary Kids Scaring Kids,Blood Runs Forever,-1.749690631,0.920579383,0.000147,0.359,201960,0.929,0,5,0.234,-3.64,0,0.0587,90.786,3,0.439,29,FALSE
556030,SOJUOKU12A8C134DBF,TRNLMGK128F4279CC5,29QwcZbRpGj68LCxlQQabs,Manic Street Preachers,The Everlasting,-1.048385908,0.335195092,0.00234,0.504,369760,0.659,6.55E-05,2,0.0458,-8.315,0,0.0326,95.685,4,0.304,19,FALSE
556031,SOBEZUO12A8C135B73,TRRFPVL128F4279CBD,2r7y4HANK7b9KVZfz0g4Uq,Manic Street Preachers,If You Tolerate This Your Children Will Be Next,-1.085224872,-0.022027605,0.000213,0.219,290946,0.8,0.0179,0,0.0863,-6.143,1,0.0402,96.145,4,0.261,40,FALSE
556032,SOHCBSV12A8C135B77,TRTKGCM128F4279CBE,2couS7LmXsbTaTJWVzk1KS,Manic Street Preachers,You Stole The Sun From My Heart,-1.700572012,1.842444407,9.24E-05,0.605,260467,0.848,9.17E-05,9,0.104,-8.021,1,0.0326,117.98,4,0.345,28,FALSE
556035,SOQMRWI12A8BED0308,TRASZCF128F4260947,3qsP2sKcReCKvQCMfxuvnJ,Manic Street Preachers,My Little Empire,-1.215934974,-0.290751259,7.57E-05,0.449,249507,0.497,0.00672,5,0.111,-8.814,1,0.0257,176.149,4,0.205,8,FALSE
556036,SOUMREA12AB0181985,TRKDZNS128F9329B8B,7bHJFiF06G085HlushI9tV,Manic Street Preachers,I'm Not Working,-0.379826932,0.241472148,0.0321,0.543,351600,0.579,0.000896,0,0.177,-9.262,1,0.0414,119.56,4,0.159,7,FALSE
556041,SOFKQJA12A8C1346C0,TRDBEXE128F426094D,4qmnEtCYvmbnBowNMTnLUk,Manic Street Preachers,Nobody Loved You,-1.1138774,1.086515087,1.77E-05,0.33,284707,0.628,0.00433,9,0.351,-7.112,0,0.0473,174.111,4,0.285,7,FALSE
556438,SOSBSOC12A8C137D7E,TRRUPHA128F427F2F8,1qYXEnOKWK91Yn9MJJfjwb,Anna Nalick,Wreck Of The Day,-0.772775881,-0.280918032,0.262,0.465,246507,0.348,0.000761,7,0.11,-10.327,1,0.0296,144.995,3,0.139,40,FALSE
556439,SOALWXO12A8C135C64,TRBOIUO128F427F2FC,3wPKJJJcZjrE8ZJo7RrzeW,Anna Nalick,In My Head,-0.142966037,-0.901025905,0.449,0.323,247533,0.688,5.41E-05,10,0.0964,-4.87,1,0.0357,173.761,3,0.219,22,FALSE
556440,SOZWJFH12A8C135C6A,TRCNCAJ128F427F2FE,0ZOcliEKHOc9WJySWNYfUx,Anna Nalick,Catalyst,-1.487724664,-0.360813001,0.588,0.67,219133,0.379,3.56E-06,7,0.112,-10.162,1,0.0254,84.019,3,0.172,34,FALSE
556444,SOVBPHX12AF72AA7B2,TRGKLBT128F427F304,5Ol2eQ2PQqLS7as5Nrb5t8,Anna Nalick,Forever Love (Digame),0.288732044,-0.363117663,0.634,0.444,197107,0.348,3.30E-05,9,0.107,-8.954,1,0.0293,170.192,4,0.329,26,FALSE
558548,SOLKFRC12B0B8077F7,TRSOLCZ128F4263C79,2Ec0liSMY2h4XORHyzKCmY,Weird Al Yankovic,Albuquerque,1.257460357,1.086515087,0.0826,0.618,682947,0.768,0,10,0.0907,-9.881,1,0.32,186.599,4,0.62,41,FALSE
561032,SOYFQAY12A8C13BCFF,TRMNHDD128F42941E2,5154qiP0jSqwZDVk6fSnwM,Lordi,Would You Love A Monsterman,0.65166406,1.934630909,0.00322,0.43,184493,0.949,0,11,0.328,-4.04,0,0.12,134.979,4,0.369,31,FALSE
562833,SOUEYAH12A8C13049E,TRHKFKV128F426609B,08kTO4EW0jb07zNsCNM83w,Gavin DeGraw,Chariot,0.90999161,0.481157054,0.0437,0.281,239173,0.779,0,7,0.37,-5.104,1,0.0514,167.172,4,0.344,59,FALSE
563301,SOTHCPU12A8AE4761D,TRCYIYL128F4259FA6,5tMA0iIlCSJnAqG8KfPRcs,James Dean Bradfield,Still A Long Way To Go,-1.495911101,0.040198285,0.00694,0.435,230307,0.532,0.0043,8,0.11,-6.143,1,0.0308,166.003,4,0.132,19,FALSE
564495,SOXWZTK12D021B2B02,TRUWKHZ128F428A4B0,2HmMklpgK8vGCpJmPpz1yG,Kenny Chesney,How Forever Feels,0.815392789,0.662457176,0.0986,0.723,188200,0.674,1.83E-05,7,0.279,-7.427,1,0.0297,124.9,4,0.61,59,FALSE
566289,SOHGSVD12A8AE45F46,TRHWNZE128F425A015,5n2iYP8ncuKpUVcZgSvspD,Westlife,You Light Up My Life,1.071901131,0.846830181,0.444,0.381,207547,0.381,0,6,0.08,-6.132,1,0.0264,84.891,3,0.0734,38,FALSE
566675,SOLTBEF12A8C13E9D2,TRTIVLW128F42B3254,1QRHc5oVizcckSpP92h7Z1,Barry Manilow,This Guy's In Love With You,1.071901131,0.846830181,0.475,0.572,242187,0.35,6.62E-06,0,0.124,-9.554,1,0.0312,81.923,4,0.224,15,FALSE
566680,SOELGHJ12A8C13E834,TRHCNZI128F42B325A,142g8m2iNZr142m7KdrhNw,Barry Manilow,What The World Needs Now Is Love,1.071901131,0.846830181,0.696,0.516,221720,0.454,0,4,0.116,-6.948,0,0.0288,103.067,3,0.409,15,FALSE
568715,SOZJJJT12A8C135C5A,TRAFEFH128F427F2FA,26mJWkxtvMXf6SnXrMmCq6,Anna Nalick,Satellite,0.373325221,-0.923150666,0.0428,0.543,240893,0.758,5.34E-06,4,0.774,-4.877,1,0.0255,95.795,4,0.311,22,FALSE
569110,SORHPLY12A8C13AF9B,TRLWUMF128F428EDE1,0VutyLEoI1f7HzWLQ9LF4Y,Screaming Trees,Dollar Bill,-1.119335024,0.298320491,3.62E-05,0.186,274973,0.864,1.08E-05,5,0.127,-6.012,1,0.0556,83.682,4,0.223,39,FALSE
569117,SOBENRK12A8C135F68,TRMEHHR128F428EDF5,6zRRsltnNfYPB2gZu4oIPb,Screaming Trees,Dying Days,-1.040199472,-0.065816193,7.33E-05,0.307,290360,0.825,0.000668,7,0.105,-5.387,1,0.0394,84.063,4,0.351,32,FALSE
569118,SOSTEGY12A8C135F71,TRHILIF128F427738C,6z3Q8AFj7Dp5oMQAP9fYQI,Screaming Trees,Sworn And Broken,-1.040199472,-0.065816193,0.0011,0.331,212920,0.768,6.05E-05,2,0.112,-6.802,1,0.0373,168.465,4,0.507,19,FALSE
570562,SOSLIKM12A8C132D36,TREHBJW128F4288748,6jSoDFoUl903MNFhS4FuZx,Gavin DeGraw,Follow Through,0.855415367,-0.274772265,0.000575,0.37,239747,0.772,0,0,0.0745,-6.148,1,0.0536,174.775,4,0.375,45,FALSE
570585,SOPOFXE12AB017EF21,TRAQIFA128F932F367,4vl2zwXsTmAxgu9iY0g6UK,Gavin DeGraw,I Don't Want To Be,1.541256821,1.704164653,0.00791,0.423,217760,0.862,0,0,0.133,-5.13,0,0.0695,154.746,4,0.462,63,FALSE
570595,SOIKCUE12A8C132D40,TRGYZZH128F42660B6,03s21IQnj5v3w4Cgq5PtKw,Gavin DeGraw,More Than Anyone,0.145469407,-1.063735082,0.528,0.443,177987,0.404,0,9,0.177,-7.92,1,0.0301,59.554,4,0.154,42,FALSE
570627,SOGKCTV12A8C138DBD,TRUGHQX128F4285281,6bfJ8FqiDuEFNBZXUBsaB6,Gavin DeGraw,Belief,-0.431674363,0.095510186,0.0527,0.314,267093,0.596,0,11,0.133,-5.604,1,0.0307,167.888,4,0.185,40,FALSE
576455,SOVCOYG12AF72A065D,TRMRNAS128F9343251,5dNfHmqgr128gMY2tc5CeJ,R. Kelly,Ignition,0.722613176,-0.038160242,0.061,0.795,186067,0.523,0,1,0.0914,-7.165,1,0.0423,133.024,4,0.855,70,FALSE
580187,SOGJDPZ12A58A76DCC,TREBXDI128F42BC4CF,4zEi4tr3lEhiAvTRxEzbEz,Steve Perry,Oh Sherrie,1.071901131,0.846830181,0.372,0.333,229347,0.695,7.13E-06,5,0.107,-5.116,1,0.0465,203.753,4,0.317,63,FALSE
580189,SORKNMU12AB017FD8C,TRDGYPA128F930ECBB,4mxkQkZSX1BWgIYh5Q2Jt9,Steve Perry,Foolish Heart,0.290096451,-0.907018028,0.281,0.644,219720,0.58,0,11,0.0652,-6.819,1,0.0226,96.475,4,0.591,61,FALSE
580199,SOCGBOX12AB01825E8,TRAVJTJ128F42BC4DA,0o0JohMsNHWoaIA7E07SdT,Steve Perry,Against The Wall,1.284748479,-0.969243917,0.222,0.256,283707,0.858,2.22E-05,6,0.289,-3.003,0,0.0609,79.687,4,0.308,17,FALSE
580506,SOSJTWH12A8C13D52E,TRSCJYH128F429B5D2,1FkWTR5waoDU4HRMGUnVeb,Within Temptation,The Heart Of Everything,0.253257487,0.279883191,0.0162,0.369,334707,0.959,0.00535,8,0.141,-5.508,1,0.152,166.03,4,0.167,36,FALSE
580511,SOGWBXC12A58A76D2D,TRQBFOA128F4279197,61i8W3gHpGUAIDlQj5UUAE,Within Temptation,Hand Of Sorrow,-0.308877816,-0.102690794,0.0223,0.502,335680,0.954,0.000186,5,0.135,-3.86,0,0.111,126.934,4,0.199,42,FALSE
580514,SOPKAOC12CF5F86AB6,TRBSHXS128F427919F,3nehrTMRyizLW3WgRcbNTQ,Within Temptation,Final Destination,-0.68272508,0.316757792,0.000253,0.314,282693,0.952,0.000705,6,0.125,-3.739,0,0.253,174.274,4,0.129,34,FALSE
580516,SOWGRZZ12A8C13AD45,TRXTOSU128F42791A4,4BhqnM5lktowwfHqq2JYhg,Within Temptation,All I Need,-0.463055703,-0.738777661,0.208,0.277,290840,0.724,2.91E-06,10,0.119,-4.849,1,0.0387,152.717,3,0.13,58,FALSE
582184,SOPCWHE12A8AE460BE,TRBIZQJ128F4259EDD,7dSBZzVmyBaLDxT2v3EJHB,Primal Scream,Loaded,0.594359005,-0.130346745,8.50E-05,0.622,422600,0.54,0.629,8,0.84,-14.741,1,0.0545,91.139,4,0.87,45,FALSE
582186,SONIFRR12A8AE46079,TRCLOAN128F4259ECA,5Vx3e9PipiEceifVyBzCdj,Primal Scream,Movin' On Up,1.178324805,1.183310915,0.0846,0.508,230533,0.808,0.000727,0,0.0719,-12.496,0,0.0403,94.255,4,0.209,52,FALSE
582204,SOKULLX12A8AE4609D,TRZWDBW128F4259ED4,65X6Ptg0wRT3Izwbhqkp1H,Primal Scream,Kill All Hippies,-0.761860633,1.347710177,0.000712,0.453,297600,0.961,0.544,5,0.315,-6.314,0,0.0591,166.001,4,0.669,30,FALSE
584956,SOXELPB12A8AE46000,TRRVSBS128F425A7B0,,Faithless Featuring Dido,One Step Too Far,0.373325221,-0.923150666,,,,,,,,,,,,,,,
586372,SOUPPSA12A8C131BA0,TRSDPVI128F4261F54,6gMSBcoU6k23ZLrmAOJZ6J,GROVER WASHINGTON_ JR.,Soulful Strut,0.373325221,-0.923150666,0.359,0.542,255200,0.656,0.06,0,0.0756,-10.466,1,0.068,185.868,4,0.85,32,FALSE
586963,SOLKBPJ12A8C13C937,TRFGFBN128F42AD540,38q4d6txAtTKGyCtwaMKHY,Howie Day,Numbness For Sound,-1.115696608,0.081682211,0.287,0.217,229920,0.407,0.000609,2,0.118,-8.581,1,0.0353,50.321,4,0.143,14,FALSE
